country_iso3,country_name,region,income_group,lending_type,IT.NET.USER.ZS,IT.CEL.SETS.P2,IT.NET.BBND.P2,IT.NET.SECR.P6,SE.ADT.LITR.ZS,SE.SEC.ENRR,n_indicators_present,is_included,inclusion_rule
AFE,,,,,23.3,71.08000000000001,0.58,7.167432428397452,72.6440216064453,44.560570526123044,6,True,>= 5/6 indicators non-missing after min-year rule
AFW,,,,,31.580000000000002,94.62,0.32799999999999996,3.9324796734972596,60.407204437255885,44.51197967529296,6,True,>= 5/6 indicators non-missing after min-year rule
ALB,Albania,Europe & Central Asia,Upper middle income,IBRD,73.6251,93.4068,17.135060000000003,6.866866268682325,,97.75089867677255,5,True,>= 5/6 indicators non-missing after min-year rule
AND,Andorra,Europe & Central Asia,High income,Not classified,93.076825,118.17179999999999,49.02584,9.399279195650257,,97.25101928710937,5,True,>= 5/6 indicators non-missing after min-year rule
ARB,,,,,,98.30473255063504,9.055604538810526,5.090256755651722,77.55128326416016,67.83502349853515,5,True,>= 5/6 indicators non-missing after min-year rule
ARE,United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,99.52000000000001,200.0538,34.50676,7.517238191340681,98.06666564941406,101.73739547124714,6,True,>= 5/6 indicators non-missing after min-year rule
ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD,83.7375,127.90899999999999,21.508159999999997,8.242311893011234,,112.47840423584,5,True,>= 5/6 indicators non-missing after min-year rule
ARM,Armenia,Europe & Central Asia,Upper middle income,IBRD,73.38734,124.8462,14.81938,6.389940576434153,,88.31101374216946,5,True,>= 5/6 indicators non-missing after min-year rule
AUS,Australia,East Asia & Pacific,High income,Not classified,94.4636,107.8608,35.13362,10.617950944179267,,137.2913360595704,5,True,>= 5/6 indicators non-missing after min-year rule
AUT,Austria,Europe & Central Asia,High income,Not classified,89.7808,121.53240000000001,28.91536,10.349010937425888,,101.53849029541,5,True,>= 5/6 indicators non-missing after min-year rule
AZE,Azerbaijan,Europe & Central Asia,Upper middle income,IBRD,83.9,104.82239999999999,19.62038,5.973269557659088,,98.01638566265437,5,True,>= 5/6 indicators non-missing after min-year rule
BDI,Burundi,Sub-Saharan Africa ,Low income,IDA,9.53463966,55.018240000000006,0.0318019,2.1882235341165357,,44.36026922050484,5,True,>= 5/6 indicators non-missing after min-year rule
BEL,Belgium,Europe & Central Asia,High income,Not classified,91.44912000000001,100.67642000000001,41.3928,10.061083222006948,,140.0508137512205,5,True,>= 5/6 indicators non-missing after min-year rule
BEN,Benin,Sub-Saharan Africa ,Lower middle income,IDA,23.96774,88.72677999999999,0.1909576,2.6137332688229624,48.07000096638996,43.940106709798165,6,True,>= 5/6 indicators non-missing after min-year rule
BFA,Burkina Faso,Sub-Saharan Africa ,Low income,IDA,11.150282,105.28117999999999,0.06619642,2.289099347850723,44.553050489425644,38.14564382367104,6,True,>= 5/6 indicators non-missing after min-year rule
BGD,Bangladesh,South Asia,Lower middle income,IDA,34.5286,105.04198000000001,5.937048,5.210109884341822,75.77200164794924,66.1379351160208,6,True,>= 5/6 indicators non-missing after min-year rule
BGR,Bulgaria,Europe & Central Asia,High income,IBRD,71.45796,116.44000000000001,30.8454,10.804663959152096,,100.68732757568348,5,True,>= 5/6 indicators non-missing after min-year rule
BHR,Bahrain,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,99.5323714,131.201,12.52307,7.637956495573586,,102.07446410133234,5,True,>= 5/6 indicators non-missing after min-year rule
BHS,"Bahamas, The",Latin America & Caribbean ,High income,Not classified,91.0435,105.27778,20.8749,7.870392141071707,,77.361938436651,5,True,>= 5/6 indicators non-missing after min-year rule
BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD,73.55998,110.9346,23.740879999999997,8.09587085813909,,85.89075622558593,5,True,>= 5/6 indicators non-missing after min-year rule
BLR,Belarus,Europe & Central Asia,Upper middle income,IBRD,84.68054,125.27939999999998,34.347159999999995,8.89109847683822,,100.41826159902834,5,True,>= 5/6 indicators non-missing after min-year rule
BLZ,Belize,Latin America & Caribbean ,Upper middle income,Blend,63.851600000000005,66.47085999999999,8.445656,11.952811075096436,,87.23687939410885,5,True,>= 5/6 indicators non-missing after min-year rule
BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD,57.00792,100.37708,7.821878000000001,5.329511464329699,,89.43999783136925,5,True,>= 5/6 indicators non-missing after min-year rule
