country_iso3,country_name,region,income_group,lending_type,IT.NET.USER.ZS,IT.CEL.SETS.P2,IT.NET.BBND.P2,IT.NET.SECR.P6,SE.ADT.LITR.ZS,SE.SEC.ENRR,n_indicators_present,is_included,inclusion_rule
ALB,Albania,Europe & Central Asia,Upper middle income,IBRD,0.1527337114197011,-0.7837937407605186,-0.12428788262934197,-0.22699222605804348,,0.27186238238661314,5,True,>= 5/6 indicators non-missing after min-year rule
AND,Andorra,Europe & Central Asia,High income,Not classified,0.9783050143837463,0.04612664776980895,2.0418880111585684,0.6935831311041919,,0.2512116555931678,5,True,>= 5/6 indicators non-missing after min-year rule
ARE,United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,1.2517666420787386,2.79014204262708,1.0556819322862994,0.00942907736120225,0.749395560126497,0.4365502208292239,6,True,>= 5/6 indicators non-missing after min-year rule
ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD,0.5819248111341793,0.37243800683290246,0.17275420292403418,0.27300575349335887,,0.880276531756077,5,True,>= 5/6 indicators non-missing after min-year rule
ARM,Armenia,Europe & Central Asia,Upper middle income,IBRD,0.14264268694795174,0.2697979839784432,-0.2815800590429259,-0.40036286194674864,,-0.11811265714722517,5,True,>= 5/6 indicators non-missing after min-year rule
AUS,Australia,East Asia & Pacific,High income,Not classified,1.037162603809258,-0.2994137974608071,1.0982612928657487,1.136591128819971,,1.9053339488692398,5,True,>= 5/6 indicators non-missing after min-year rule
AUT,Austria,Europe & Central Asia,High income,Not classified,0.8384149196054134,0.15874649261919463,0.6758870231456097,1.0388268423816476,,0.42833316581764863,5,True,>= 5/6 indicators non-missing after min-year rule
AZE,Azerbaijan,Europe & Central Asia,Upper middle income,IBRD,0.5888216460797516,-0.40123613174348655,0.04452706239078501,-0.5518298947687879,,0.2828300264344202,5,True,>= 5/6 indicators non-missing after min-year rule
BDI,Burundi,Sub-Saharan Africa ,Low income,IDA,-2.5775853458800566,-2.0702645112155884,-1.2860238264178858,-1.92775877978285,,-1.9337802686824133,5,True,>= 5/6 indicators non-missing after min-year rule
BEL,Belgium,Europe & Central Asia,High income,Not classified,0.9092218591524707,-0.540175495056184,1.5234150467369119,0.9341601994988642,,2.1364829985054627,5,True,>= 5/6 indicators non-missing after min-year rule
BEN,Benin,Sub-Saharan Africa ,Lower middle income,IDA,-1.9548270009055386,-0.9406297600106586,-1.2752132021340352,-1.7730787227384497,-2.520780177290099,-1.9511377781074328,6,True,>= 5/6 indicators non-missing after min-year rule
BFA,Burkina Faso,Sub-Saharan Africa ,Low income,IDA,-2.498826337815089,-0.38586157588441333,-1.2836875844036608,-1.891088698348474,-3.025375860326587,-2.190515260857417,6,True,>= 5/6 indicators non-missing after min-year rule
BGD,Bangladesh,South Asia,Lower middle income,IDA,-1.5066023344237296,-0.39387760483399703,-0.8849109734646162,-0.8292514721720504,-0.7088510999992236,-1.0341139933629622,6,True,>= 5/6 indicators non-missing after min-year rule
BGR,Bulgaria,Europe & Central Asia,High income,IBRD,0.06075582290310402,-0.011909133730566743,0.8069846671056013,1.2044644991597944,,0.39317042627425247,5,True,>= 5/6 indicators non-missing after min-year rule
BHR,Bahrain,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,1.2528696009000584,0.4827589403698232,-0.437556531448559,0.053312243037616024,,0.4504750041558989,5,True,>= 5/6 indicators non-missing after min-year rule
BHS,"Bahamas, The",Latin America & Caribbean ,High income,Not classified,0.8920065102870982,-0.38597551609523467,0.1297401234157837,0.13780657059890372,,-0.5704344920751917,5,True,>= 5/6 indicators non-missing after min-year rule
BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD,0.14996988439412753,-0.19640514451251204,0.3244113352230292,0.21977193583865293,,-0.21809692891011162,5,True,>= 5/6 indicators non-missing after min-year rule
BLR,Belarus,Europe & Central Asia,Upper middle income,IBRD,0.6219493725315468,0.2843153073102148,1.044841128999313,0.5088507591669369,,0.38205492903988797,5,True,>= 5/6 indicators non-missing after min-year rule
BLZ,Belize,Latin America & Caribbean ,Upper middle income,Blend,-0.26207377375290425,-1.6864662943736668,-0.7145141949423129,1.647311981765713,,-0.1624866709992492,5,True,>= 5/6 indicators non-missing after min-year rule
BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD,-0.5525336591702121,-0.5502069252642465,-0.7568842111876112,-0.7858469582507444,,-0.07147272267038883,5,True,>= 5/6 indicators non-missing after min-year rule
BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD,0.31215967475970846,-0.5380964213269525,-0.0760816289152191,0.21609899978005837,0.497268076781011,0.5776903088208889,6,True,>= 5/6 indicators non-missing after min-year rule
BRB,Barbados,Latin America & Caribbean ,High income,IBRD,0.25264571885768394,-0.12077565398817354,1.280472373376223,-0.2265416936765553,,0.5830148524601203,5,True,>= 5/6 indicators non-missing after min-year rule
BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified,1.1270268776779198,0.3000993776917124,-0.24471453538391072,0.7091092293847128,,-0.10117069800268239,5,True,>= 5/6 indicators non-missing after min-year rule
BTN,Bhutan,South Asia,Lower middle income,IDA,0.3083424357750639,-0.6956797543127765,-1.2341225501112332,-0.3762103133096899,,-0.04445712602411895,5,True,>= 5/6 indicators non-missing after min-year rule
CAN,Canada,North America,High income,Not classified,0.9902386609426457,-0.9420131282173422,1.4760510609473416,1.117531844180881,,0.7635016144571625,5,True,>= 5/6 indicators non-missing after min-year rule
CHE,Switzerland,Europe & Central Asia,High income,Not classified,1.028675889251002,0.2961382797743184,1.8854938010322897,1.5130942049763434,,0.5256285666139787,5,True,>= 5/6 indicators non-missing after min-year rule
CHL,Chile,Latin America & Caribbean ,High income,IBRD,0.7725737012191681,0.5421284925733497,0.06089151306685443,0.6655390408318005,,0.5631728776783637,5,True,>= 5/6 indicators non-missing after min-year rule
CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,Blend,-1.4083650907208376,0.8172538875160628,-1.224398077863476,-1.3311925068518882,,-1.5230736343664122,5,True,>= 5/6 indicators non-missing after min-year rule
COL,Colombia,Latin America & Caribbean ,Upper middle income,IBRD,-0.04565830831125805,0.7835946087662196,-0.2507163735946757,-0.37715157931001786,0.574456996656797,0.43437670061032935,6,True,>= 5/6 indicators non-missing after min-year rule
CPV,Cabo Verde,Sub-Saharan Africa ,Upper middle income,Blend,-0.13813107126148844,-0.10667387730763399,-0.9581741545355242,-0.4309968846125004,,0.21551160904308148,5,True,>= 5/6 indicators non-missing after min-year rule
CRI,Costa Rica,Latin America & Caribbean ,High income,IBRD,0.4280468740346959,1.2911111172281091,0.03410875156272792,-0.06507376938059094,,1.7057721738091682,5,True,>= 5/6 indicators non-missing after min-year rule
CUB,Cuba,Latin America & Caribbean ,Upper middle income,Not classified,-0.10585048835131479,-1.9436079026294861,-1.150304420618959,-1.1524069263075047,,0.407572295694548,5,True,>= 5/6 indicators non-missing after min-year rule
CYP,Cyprus,Europe & Central Asia,High income,Not classified,0.7769214659688568,0.8624814488469941,1.227962402266965,1.026744226648008,,0.43943869838299665,5,True,>= 5/6 indicators non-missing after min-year rule
CZE,Czechia,Europe & Central Asia,High income,Not classified,0.5090704665546645,0.255213636993247,1.1250875262627553,1.3083147292041013,,0.41505382912057287,5,True,>= 5/6 indicators non-missing after min-year rule
DEU,Germany,Europe & Central Asia,High income,Not classified,0.8311225246494247,0.3550185593078447,1.6335144079391408,1.4410427704883728,,0.4087188778714396,5,True,>= 5/6 indicators non-missing after min-year rule
DMA,Dominica,Latin America & Caribbean ,Upper middle income,Blend,0.37073948089464315,-0.45629271184913817,0.1812515994854502,1.093888539839868,,0.5892037979988263,5,True,>= 5/6 indicators non-missing after min-year rule
DNK,Denmark,Europe & Central Asia,High income,Not classified,1.1757164102905981,0.2788461771907669,1.7230176013927492,1.647311981765713,,1.6144868355713897,5,True,>= 5/6 indicators non-missing after min-year rule
DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,IBRD,0.4480031312125914,-1.0682689353559656,-0.6512518586781476,-0.9337515640686517,0.46053062712048265,-0.5081394645781868,6,True,>= 5/6 indicators non-missing after min-year rule
ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD,-0.20286794721521736,-0.7955919144728544,-0.3891091445786164,-0.5045557537665508,0.5350758733966104,0.12946926206325027,6,True,>= 5/6 indicators non-missing after min-year rule
EGY,"Egypt, Arab Rep.","Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,IBRD,-0.252587973073918,-0.9691094508238466,-0.7135641982332166,-1.385639376630765,,-0.4983348421245139,5,True,>= 5/6 indicators non-missing after min-year rule
ESP,Spain,Europe & Central Asia,High income,Not classified,0.9191439642206289,0.04584514842542574,1.0187783707210138,0.886316012345145,0.804556177181013,1.1369121221075142,6,True,>= 5/6 indicators non-missing after min-year rule
EST,Estonia,Europe & Central Asia,High income,Not classified,0.8574298118658146,1.0352215108182616,1.1377161111444376,1.3959129790360918,,0.886434729437412,5,True,>= 5/6 indicators non-missing after min-year rule
ETH,Ethiopia,Sub-Saharan Africa ,Not classified,IDA,-2.2859096685728777,-2.3773925277546217,-1.2683734499804888,-2.0774179127003105,-1.9498539665033805,,5,True,>= 5/6 indicators non-missing after min-year rule
FIN,Finland,Europe & Central Asia,High income,Not classified,0.902592409192481,0.4085771607594568,0.9581513821130422,1.3894293357899603,,2.1364829985054627,5,True,>= 5/6 indicators non-missing after min-year rule
FJI,Fiji,East Asia & Pacific,Upper middle income,Blend,-0.062078292949676185,-0.2175511071679789,-1.125203219856269,-0.747961442507627,,0.07361522577747746,5,True,>= 5/6 indicators non-missing after min-year rule
FRA,France,Europe & Central Asia,High income,Not classified,0.605952110822716,-0.17830205572252286,1.8642931022733042,1.0755025517492376,,0.5403996555157082,5,True,>= 5/6 indicators non-missing after min-year rule
GBR,United Kingdom,Europe & Central Asia,High income,Not classified,1.0219191131074017,0.06355950002555256,1.4672534366257224,1.107522094506949,,1.0140641060275923,5,True,>= 5/6 indicators non-missing after min-year rule
GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD,0.07739650625978055,0.9154234326870997,0.44748298096002415,0.23548278544169446,0.8631356517615589,0.7076337717913268,6,True,>= 5/6 indicators non-missing after min-year rule
GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA,-0.717956685758277,0.3514126867536001,-1.2663103350767466,-1.336191347496511,,-0.7304267861654529,5,True,>= 5/6 indicators non-missing after min-year rule
GRC,Greece,Europe & Central Asia,High income,Not classified,0.3188086480678514,-0.23701477612248775,1.4275703909094122,0.5869876992942393,,0.5715820988639434,5,True,>= 5/6 indicators non-missing after min-year rule
GRD,Grenada,Latin America & Caribbean ,Upper middle income,Blend,-0.10379204838294388,-0.6486123936953389,0.5333277429284374,-0.4358807347832018,,0.5805214838863655,5,True,>= 5/6 indicators non-missing after min-year rule
GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD,-0.9377047018456235,0.120093951689217,-1.0258563936210294,-1.0294565908963904,,-1.6802885884034289,5,True,>= 5/6 indicators non-missing after min-year rule
HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Not classified,0.9611633024945624,2.8002460594518013,1.3133194639371297,1.3601818079130634,,0.530260180141246,5,True,>= 5/6 indicators non-missing after min-year rule
HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA,-1.0280680943540381,-1.4217329168944406,-1.0166517297399034,-1.0425797120376519,0.09087818095929084,-1.3791385603415125,6,True,>= 5/6 indicators non-missing after min-year rule
HRV,Croatia,Europe & Central Asia,High income,IBRD,0.38952136623903655,-0.18054064574690556,0.5788645507203891,0.9488268256498321,,0.5889781421415968,5,True,>= 5/6 indicators non-missing after min-year rule
HUN,Hungary,Europe & Central Asia,High income,Not classified,0.5845850795304159,-0.3966785233106117,1.007921265474198,1.0749128207586933,,0.4549001599931858,5,True,>= 5/6 indicators non-missing after min-year rule
IDN,Indonesia,East Asia & Pacific,Upper middle income,IBRD,-0.6809531502773756,0.2953943172213052,-1.0124030314591956,0.021340775599288455,,0.20245730872710815,5,True,>= 5/6 indicators non-missing after min-year rule
IND,India,South Asia,Lower middle income,IBRD,-1.3920533333384884,-1.149380960730438,-1.1708334922179129,-0.49397893658168035,-0.7391832102084517,-0.5247225929003273,6,True,>= 5/6 indicators non-missing after min-year rule
IRL,Ireland,Europe & Central Asia,High income,Not classified,0.9244891174086008,-0.3674495080521362,0.7812112686142856,1.481068974053593,,1.9893629984303005,5,True,>= 5/6 indicators non-missing after min-year rule
IRN,"Iran, Islamic Rep.","Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,IBRD,0.2185409761569836,0.7807796153223856,-0.5209339917966938,0.14742429871392804,0.08048746459410772,,5,True,>= 5/6 indicators non-missing after min-year rule
ISL,Iceland,Europe & Central Asia,High income,Not classified,1.2512904421520346,-0.002519119885778027,1.3231332437548224,1.357802462307728,,0.9011366676031028,5,True,>= 5/6 indicators non-missing after min-year rule
ISR,Israel,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,0.7865685464804176,0.718749224077902,0.6913276960979763,0.6860262379469754,,0.22105607230889085,5,True,>= 5/6 indicators non-missing after min-year rule
ITA,Italy,Europe & Central Asia,High income,Not classified,0.1910911486529948,0.5255602454467847,0.7530211045781643,0.8812195110078995,,0.4332955033226049,5,True,>= 5/6 indicators non-missing after min-year rule
JAM,Jamaica,Latin America & Caribbean ,Upper middle income,IBRD,0.2556132677770339,-0.4161086804384086,-0.411796038675442,-0.8592850746992525,,-0.2984783284661522,5,True,>= 5/6 indicators non-missing after min-year rule
JOR,Jordan,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,IBRD,0.34013238845772414,-1.5403540596714655,-0.915384362824602,-0.9638767839688617,,-0.04373158805927215,5,True,>= 5/6 indicators non-missing after min-year rule
JPN,Japan,East Asia & Pacific,High income,Not classified,0.7588767992275679,1.2567816019440203,1.0736996733884667,0.9042063957307265,,0.4675039374940843,5,True,>= 5/6 indicators non-missing after min-year rule
KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD,0.6774831119339054,0.4146226942983571,-0.3650691878158964,0.21241510991180082,,0.14132777967627022,5,True,>= 5/6 indicators non-missing after min-year rule
KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,IDA,0.07201994594651828,0.07654198169390052,-0.982936423968381,-0.5413534914370507,,0.028965044587043274,5,True,>= 5/6 indicators non-missing after min-year rule
KHM,Cambodia,East Asia & Pacific,Lower middle income,IDA,-0.5998054147283868,0.1474060904597491,-1.1729512526495023,-0.8858271673098459,-0.38457701141782114,-1.6085146692682262,6,True,>= 5/6 indicators non-missing after min-year rule
KNA,St. Kitts and Nevis,Latin America & Caribbean ,High income,IBRD,0.06851168516743573,0.5282948105065085,1.6187040774335364,0.49544255154532024,,1.1155676757781052,5,True,>= 5/6 indicators non-missing after min-year rule
KOR,"Korea, Rep.",East Asia & Pacific,High income,Not classified,1.1314476427728788,0.6888097580931257,1.6464038241781038,0.42316600645081764,,0.2877395706065071,5,True,>= 5/6 indicators non-missing after min-year rule
LAO,Lao PDR,East Asia & Pacific,Lower middle income,IDA,-0.7478282572745383,-1.8589148034525365,-1.1826664599500891,-1.075815559859174,,-1.2024155835947046,5,True,>= 5/6 indicators non-missing after min-year rule
LBN,Lebanon,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,IBRD,0.5073473188698016,-1.4255907983855616,-0.7843014245908739,-0.6820901788465208,,-1.0610184486729513,5,True,>= 5/6 indicators non-missing after min-year rule
LCA,St. Lucia,Latin America & Caribbean ,Upper middle income,Blend,-0.3264431014566113,-0.8011917407164808,-0.31914384998132844,-0.5387327252093472,,-0.11564209210024645,5,True,>= 5/6 indicators non-missing after min-year rule
LIE,Liechtenstein,Europe & Central Asia,High income,Not classified,1.054816379166862,0.28618526724076276,1.8569585788464325,1.226624631477724,,1.0895346015920384,5,True,>= 5/6 indicators non-missing after min-year rule
LKA,Sri Lanka,South Asia,Lower middle income,IDA,-1.3657388309716938,0.6544467309823236,-0.7115348759337052,-0.5276324045020861,0.36907054762456787,0.00586946735868815,6,True,>= 5/6 indicators non-missing after min-year rule
LTU,Lithuania,Europe & Central Asia,High income,Not classified,0.584702219619338,0.5590988816204624,0.6419042293832091,1.1576553002182295,,0.598650546189185,5,True,>= 5/6 indicators non-missing after min-year rule
LUX,Luxembourg,Europe & Central Asia,High income,Not classified,1.1833873884325223,0.5941723594575652,1.2645603020854377,1.1966644662655344,,0.6566915262418513,5,True,>= 5/6 indicators non-missing after min-year rule
LVA,Latvia,Europe & Central Asia,High income,Not classified,0.769797990416458,-0.2051450289190823,0.5001845000972847,0.8751935824882902,,0.6398520297723688,5,True,>= 5/6 indicators non-missing after min-year rule
MAC,"Macao SAR, China",East Asia & Pacific,High income,Not classified,0.7132787463529545,2.8002460594518013,0.7330729397327878,0.3493259924650068,,-0.04233789651620298,5,True,>= 5/6 indicators non-missing after min-year rule
MAR,Morocco,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,IBRD,0.5173067729518199,0.5736899309710022,-0.9141481308708229,-0.4997546323203729,,-0.434025450769692,5,True,>= 5/6 indicators non-missing after min-year rule
MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD,-0.2768945415251737,0.16796224496507928,0.2911648466462864,0.4282471791814749,,0.21555114107069934,5,True,>= 5/6 indicators non-missing after min-year rule
MDG,Madagascar,Sub-Saharan Africa ,Low income,IDA,-2.4561327649568767,-2.1827697456176174,-1.2810182838406314,-1.8210851125118501,,-2.36763261233289,5,True,>= 5/6 indicators non-missing after min-year rule
MDV,Maldives,South Asia,Upper middle income,IDA,0.36673931662621123,1.2287053935244474,-0.39392773220505006,-0.21826970144998667,,-0.7388087541803484,5,True,>= 5/6 indicators non-missing after min-year rule
MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD,0.016198449369200164,-0.5948232308759461,-0.10026286932979972,-0.6336865339649401,0.5822570811562703,0.4535105264689255,6,True,>= 5/6 indicators non-missing after min-year rule
MHL,Marshall Islands,East Asia & Pacific,Upper middle income,IDA,-0.605209350171125,-2.638836719442035,-1.1326380003360959,-0.4891490219875764,,-0.012674012601002947,5,True,>= 5/6 indicators non-missing after min-year rule
MKD,North Macedonia,Europe & Central Asia,Upper middle income,IBRD,0.49857199829536164,-0.4324530685625362,0.43147989039352097,-0.16398807209422833,,-0.26365383724833164,5,True,>= 5/6 indicators non-missing after min-year rule
MLT,Malta,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,0.7060109677924632,0.32145311367279583,1.5172040000416613,0.6322094829754883,,0.5123547771044722,5,True,>= 5/6 indicators non-missing after min-year rule
MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA,-1.0544967658654703,0.4798769232725642,-1.2034300488261649,-1.7692981628227233,0.40579427381457256,,5,True,>= 5/6 indicators non-missing after min-year rule
MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD,0.3642539095221331,2.405124665529364,0.7281225779310609,-0.2872133979143679,,0.04227658336110937,5,True,>= 5/6 indicators non-missing after min-year rule
MNG,Mongolia,East Asia & Pacific,Upper middle income,IBRD,-0.21766834279810895,0.6822816542495674,-0.5662205645052539,0.01092473288804215,0.7782984496347671,0.09461915015484319,6,True,>= 5/6 indicators non-missing after min-year rule
MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA,-1.7857115149927676,0.0029500102336708846,-1.2641481925595197,-1.7586927061946158,,-2.263505857888636,5,True,>= 5/6 indicators non-missing after min-year rule
MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD,-0.12709868187224535,1.1889268552169374,0.37302377943625126,0.13333088469107277,,0.007495969421421849,5,True,>= 5/6 indicators non-missing after min-year rule
MWI,Malawi,Sub-Saharan Africa ,Low income,IDA,-2.3925430979174784,-2.202200572981949,-1.2837929765739622,-1.6426809250426206,,-2.219606124343572,5,True,>= 5/6 indicators non-missing after min-year rule
MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD,0.8400200783601304,0.5575037186689569,-0.6084548669349671,0.5001401854774813,0.5616749373368073,-0.6527059321074402,6,True,>= 5/6 indicators non-missing after min-year rule
NAM,Namibia,Sub-Saharan Africa ,Lower middle income,IBRD,-0.6643285949039567,-0.40141709560773237,-1.0925954964055333,-0.7807420404920804,,-0.41260735135207194,5,True,>= 5/6 indicators non-missing after min-year rule
NGA,Nigeria,Sub-Saharan Africa ,Lower middle income,Blend,-1.5927334045889296,-0.8529661725139296,-1.285739351784865,-1.1017042701691557,,-1.9754393975320559,5,True,>= 5/6 indicators non-missing after min-year rule
NLD,Netherlands,Europe & Central Asia,High income,Not classified,0.9418250017277904,0.14721842423016013,1.6220092997890798,1.5909557692201226,,1.5241257974636457,5,True,>= 5/6 indicators non-missing after min-year rule
NOR,Norway,Europe & Central Asia,High income,Not classified,1.162632371662777,-0.25957493786521385,1.6840722193587494,1.098757302074139,,1.1607394990184554,5,True,>= 5/6 indicators non-missing after min-year rule
